<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BTSX.BTC/USD,60,20221013,120000,19009.0000000,19034.0000000,18963.0000000,19012.0000000,10
BTSX.BTC/USD,60,20221013,130000,19012.0000000,19029.0000000,18978.0000000,18990.0000000,14
BTSX.BTC/USD,60,20221013,140000,18994.0000000,18999.0000000,18584.0000000,18701.0000000,238
BTSX.BTC/USD,60,20221013,150000,18672.0000000,18829.0000000,18662.0000000,18751.0000000,91
BTSX.BTC/USD,60,20221013,160000,18752.0000000,19002.0000000,18183.0000000,18389.0000000,455
BTSX.BTC/USD,60,20221013,170000,18384.0000000,18473.0000000,18272.0000000,18432.0000000,160
BTSX.BTC/USD,60,20221013,180000,18428.0000000,18494.0000000,18391.0000000,18413.0000000,86
BTSX.BTC/USD,60,20221013,190000,18421.0000000,19045.0000000,18409.0000000,18958.0000000,289
BTSX.BTC/USD,60,20221013,200000,18964.0000000,19190.0000000,18907.0000000,19080.0000000,61
BTSX.BTC/USD,60,20221013,210000,19087.0000000,19219.0000000,19071.0000000,19158.0000000,83
BTSX.BTC/USD,60,20221013,220000,19158.0000000,19504.0000000,19149.0000000,19418.0000000,251
BTSX.BTC/USD,60,20221013,230000,19444.0000000,19466.0000000,19323.0000000,19375.0000000,76
BTSX.BTC/USD,60,20221014,000000,19366.0000000,19489.0000000,19360.0000000,19381.0000000,62
BTSX.BTC/USD,60,20221014,010000,19383.0000000,19434.0000000,19331.0000000,19406.0000000,95
BTSX.BTC/USD,60,20221014,020000,19405.0000000,19450.0000000,19390.0000000,19434.0000000,13
BTSX.BTC/USD,60,20221014,030000,19435.0000000,19445.0000000,19359.0000000,19377.0000000,10
BTSX.BTC/USD,60,20221014,040000,19374.0000000,19438.0000000,19345.0000000,19412.0000000,8
BTSX.BTC/USD,60,20221014,050000,19409.0000000,19947.0000000,19401.0000000,19857.0000000,197
BTSX.BTC/USD,60,20221014,060000,19876.0000000,19910.0000000,19772.0000000,19829.0000000,44
BTSX.BTC/USD,60,20221014,070000,19829.0000000,19868.0000000,19786.0000000,19812.0000000,15
BTSX.BTC/USD,60,20221014,080000,19816.0000000,19844.0000000,19798.0000000,19810.0000000,3
BTSX.BTC/USD,60,20221014,090000,19819.0000000,19844.0000000,19735.0000000,19807.0000000,1
BTSX.BTC/USD,60,20221014,100000,19802.0000000,19830.0000000,19780.0000000,19793.0000000,13
BTSX.BTC/USD,60,20221014,110000,19792.0000000,19807.0000000,19571.0000000,19645.0000000,86
BTSX.BTC/USD,60,20221014,120000,19638.0000000,19673.0000000,19566.0000000,19617.0000000,6
BTSX.BTC/USD,60,20221014,130000,19612.0000000,19659.0000000,19525.0000000,19649.0000000,31
BTSX.BTC/USD,60,20221014,140000,19650.0000000,19742.0000000,19632.0000000,19692.0000000,23
BTSX.BTC/USD,60,20221014,150000,19689.0000000,19744.0000000,19595.0000000,19596.0000000,8
BTSX.BTC/USD,60,20221014,160000,19596.0000000,19852.0000000,19578.0000000,19801.0000000,73
BTSX.BTC/USD,60,20221014,170000,19810.0000000,19811.0000000,19634.0000000,19669.0000000,30
BTSX.BTC/USD,60,20221014,180000,19663.0000000,19663.0000000,19354.0000000,19463.0000000,149
BTSX.BTC/USD,60,20221014,190000,19458.0000000,19513.0000000,19326.0000000,19356.0000000,32
BTSX.BTC/USD,60,20221014,200000,19354.0000000,19399.0000000,19224.0000000,19305.0000000,57
BTSX.BTC/USD,60,20221014,210000,19308.0000000,19375.0000000,19292.0000000,19363.0000000,9
BTSX.BTC/USD,60,20221014,220000,19356.0000000,19356.0000000,19139.0000000,19204.0000000,70
BTSX.BTC/USD,60,20221014,230000,19217.0000000,19267.0000000,19116.0000000,19169.0000000,21
BTSX.BTC/USD,60,20221015,000000,19166.0000000,19212.0000000,19133.0000000,19175.0000000,25
BTSX.BTC/USD,60,20221015,010000,19185.0000000,19204.0000000,19083.0000000,19113.0000000,17
